"No.","Time","Source","Destination","Protocol","Length","Info"
"17090","17.031988","Siemens_ad:78:fc","Beckhoff_2b:ae:e8","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:25088 (Valid,Primary,Ok,Run)"
"17091","17.033729","Beckhoff_2b:ae:e8","Siemens_ad:78:fc","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:46208 (Valid,Primary,Ok,Run)"
"17092","17.033990","Siemens_ad:78:fc","Beckhoff_2b:ae:e8","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:25152 (Valid,Primary,Ok,Run)"
"17093","17.034785","Hirschma_5c:46:4d","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/ec:74:ba:5c:46:40  Cost = 0  Port = 0x8009"
"17094","17.035242","Hirschma_5c:46:4e","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/ec:74:ba:5c:46:40  Cost = 0  Port = 0x800a"
"17095","17.035728","Beckhoff_2b:ae:e8","Siemens_ad:78:fc","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:46272 (Valid,Primary,Ok,Run)"
"17096","17.035989","Siemens_ad:78:fc","Beckhoff_2b:ae:e8","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:25216 (Valid,Primary,Ok,Run)"
"17097","17.037731","Beckhoff_2b:ae:e8","Siemens_ad:78:fc","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:46336 (Valid,Primary,Ok,Run)"
"17098","17.037990","Siemens_ad:78:fc","Beckhoff_2b:ae:e8","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:25280 (Valid,Primary,Ok,Run)"
"17099","17.039731","Beckhoff_2b:ae:e8","Siemens_ad:78:fc","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:46400 (Valid,Primary,Ok,Run)"
"17100","17.039997","Siemens_ad:78:fc","Beckhoff_2b:ae:e8","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:25344 (Valid,Primary,Ok,Run)"
"17101","17.041733","Beckhoff_2b:ae:e8","Siemens_ad:78:fc","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:46464 (Valid,Primary,Ok,Run)"
"17102","17.041994","Siemens_ad:78:fc","Beckhoff_2b:ae:e8","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:25408 (Valid,Primary,Ok,Run)"
"17103","17.043780","Beckhoff_2b:ae:e8","Siemens_ad:78:fc","PNIO","64","RTC1, ID:0x8000, Len:  40, Cycle:46528 (Valid,Primary,Ok,Run)"
